METER_ID,OBJECTID,Meter_Styl,Type,Sub_Base,Max_Hours,Rate_Per_H,Rate_Per_D,Hours_Oper,Sign_Type,Notes,Duplex,LegacyID,Location,FacilityID,Rotation,GlobalID
20R27,1,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-R,20R27,270,{3E0085C3-6ABB-45F7-B531-AED51D9E1FE2}
20R09,2,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-R,20R09,180,{F64EEE53-0599-407A-BCA5-59D3A540DF36}
24L31,3,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L31,270,{BE062EFE-B7E6-43D7-A75D-9B2EF335C20F}
25L83,6,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L83,90,{06077F7F-C6D2-4C4D-8E46-2DCAD14D1602}
25L82,7,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L82,90,{97815F80-6C1D-4B89-A65D-25768D494951}
25L81,8,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L81,90,{1E43AD30-C71D-4E02-9179-253B7175143A}
25L80,10,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L80,90,{BB236825-7F52-4A8B-9779-4205C9F9CD6E}
25L79,12,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L79,90,{CC09FBBD-D721-41CD-9C70-FCFA389A4CC0}
25L78,13,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L78,90,{1CC5A2DF-AA32-4426-B8A7-02A5DEED4A89}
16L31,14,Tallboy,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,3,16-L,16L31,270,{23338758-E08D-4419-85F4-12658C4D8CBC}
14G36,15,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,Other,,,2,14-G,14G36,270,{3EFDA531-58F6-4F66-9A96-1E6C6C314CB9}
19J61,16,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,19-J,19J61,0,{00D2CB2A-ACD5-49DD-9E0F-FF693193BBE3}
14L69,17,Tallboy,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,2,14-L,14L69,0,{6E908D24-C663-4745-9679-91AD31E3B5B6}
16Q56,18,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,3,16-Q,16Q56,0,{5517FE62-C247-4BE8-955F-291E75CC62E9}
16Q55,19,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,3,16-Q,16Q55,0,{32F6F691-FD7D-40CE-A934-490773A85B3E}
19N11,20,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N11,180,{7EC71A1A-B8B6-4556-BED0-C0B98DDD8B88}
19N10,21,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N10,180,{FFE3F6CE-ED47-43A3-A2B1-7D71ABB08CFA}
19N09,22,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N09,180,{082AD71B-1823-479D-99CF-4373799CE90F}
19N08,23,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N08,180,{E1E57959-CC62-4425-BBCF-A1038ED65473}
19N07,24,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N07,180,{983F26F2-25A5-41AB-B7A4-D085ADFADC00}
19N05,26,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,NP 4PM TO 6PM,,,4,19-N,19N05,180,{E0C72049-7F93-43ED-911D-CB55018D2A5F}
19N04,27,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N04,180,{3583AD83-454A-47E0-B247-01D08F2C44D8}
19N03,28,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N03,180,{FF78E559-2075-4200-92F5-32FC9E1AECA3}
19N02,29,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 4:00,NP 4PM TO 6PM,,,4,19-N,19N02,180,{B7A3C165-9165-4DB8-8C09-C35984E4B5FF}
19N01,30,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,NP 4PM TO 6PM,,,4,19-N,19N01,180,{CF3AEA74-68EA-4AC7-A4F5-4835BCC66E7F}
11O13,31,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O13,180,{C15A2D4E-5910-4949-941B-63F0C52AA600}
11O14,32,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O14,180,{8AA1A50D-7D62-46BD-AA7D-DFA9868D7E2E}
11O15,33,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O15,180,{D205916D-39B8-4FA9-8099-FDB464F70D73}
11O16,34,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O16,180,{8136F8C0-1ABD-400B-B0E7-18CC8E95A7AA}
11O17,35,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O17,180,{5192E0CD-60A1-44AB-95C8-E03EDFCB5408}
11O12,36,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O12,180,{7A03627A-F002-4281-9407-ED29C192C34E}
11O11,37,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O11,180,{7B63BC00-0F05-432E-9F4E-EA99493324FB}
11O10,38,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O10,180,{C0FFB7E5-7B1A-4EC9-A2A8-45483B457B05}
11O09,39,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O09,180,{42B2BE1B-7E29-4923-A956-E209D24544A9}
11O08,40,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O08,180,{DAD7FE0E-C27C-4409-88A2-4FAED1DA8D9D}
11O07,41,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O07,180,{ACD22C44-8469-48C5-9001-AF6A661DDE13}
11O06,42,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O06,180,{093AC94B-2380-4B12-8229-AC6EDB70EC82}
11O05,43,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O05,180,{ADF84198-99CD-441B-AB59-59AFDE75BDBD}
11O04,44,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O04,180,{F6FD5E84-A3E3-4FE2-B1EE-EA791640A435}
11O03,45,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O03,180,{F9897C97-AA8E-4221-A1C7-24DE0E80580D}
11O02,46,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10.00,8:30 - 5:00,Other,,,1,11-O,11O02,180,{658D854A-EAA0-4D86-BC74-E47C5D5EC014}
11J24,47,Tallboy,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,No Parking,Street sweep friday,,1,11-J,11J24,270,{80B09E56-FFE2-4A79-BE7E-C5A794F2E027}
13J51,48,VIP,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,,,,2,13-J,13J51,0,{91214684-EA54-4745-BFDE-220D65FEAE49}
13J53,49,VIP,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,,,,2,13-J,13J53,0,{34D85A41-83BE-401B-AF5A-147F9E116073}
13J54,50,VIP,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,Compact Vehicle Only,,,2,13-J,13J54,0,{017660B2-1A37-44C2-93D0-861DD58A5D76}
13J55,51,VIP,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,Compact Vehicle Only,,,2,13-J,13J55,0,{14CBE4E2-EC3B-4F6B-B258-A70115970461}
12K52,52,Tallboy,Electronic,Concrete Sidewalk,3 hours,.75 per hour,10.00,8:30 - 5:00,,,,1,12-K,12K52,0,{3E17A559-E0DD-4CCD-B701-D11509436BB2}
10F79,53,TALLBOY,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,Other,,,1,10-F,10F79,90,{C199510E-7CC7-4040-AD51-C0BD12E866CC}
24L29,54,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L29,270,{69ED746D-CD49-49EF-B705-FA28263F278A}
24L27,55,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L27,270,{F90F8FD8-AD15-40D4-8467-BDE22976F3FB}
24L26,56,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L26,270,{C464FDB0-E3AA-4DDD-9582-BBD61FC6502A}
24L28,57,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L28,270,{BC5FCCA0-F73E-47CA-B978-7679C9F27AB5}
24L30,58,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L30,270,{0410F35E-2C2A-4178-9C99-329A5664CDC8}
24M84,59,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M84,90,{22CC95E1-6FE3-4242-B442-08B540B45C2E}
24M83,60,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M83,90,{CB5CFE87-4149-454A-AE38-39982C1BC0EF}
24M81,61,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M81,90,{6ACAE5F1-9EA1-41F8-B83D-EABD06D3EED5}
24M80,62,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M80,90,{981029E2-6F19-413B-996D-52DB604DE36C}
24M78,63,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M78,90,{BC33B07B-86A9-4D66-B9BE-F5903C9AB054}
24M77,64,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M77,90,{B08EFDC3-C5D2-4AA6-B771-C129EAEF5DDB}
24M76,65,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M76,90,{0350F819-FC6B-4BBF-B006-4EE4541445DB}
24M79,66,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,24-M,24M79,90,{C38B14AE-4EED-42C5-8313-9110BD6FC455}
22M78,67,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,,8:30 - 5:00,Compact Vehicle Only,,,5,22-M,22M78,90,{1DD9B428-35FC-437F-9E59-61E4019F687A}
22M76,68,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,,8:30 - 5:00,NP LT,,Stove Pipe,5,22-M,22M76,90,{04B6ACA2-1C02-4686-AF25-C72DA736A28C}
20L43,69,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,20-L,20L43,270,{3D0BD65B-3BC8-4550-8103-8E93B87396F8}
20M90,70,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M90,90,{02D94E05-2236-45E2-A8CC-16C434FE3C85}
20M89,71,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M89,90,{1E250BC2-6084-4DA4-92F5-00E2FB5AC69A}
20M88,72,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M88,90,{01FFE710-DDA1-492E-BB13-44D4327AB1CC}
20M87,73,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M87,90,{929901E3-F74D-48E2-B6A4-C7167EB9133B}
20M91,74,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M91,90,{B247B6CB-93BD-4529-860D-02F98183A1A0}
20M92,75,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M92,90,{091584C4-E204-41F4-86FB-23BEC0E3D10C}
20M95,76,Tallboy,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,5,20-M,20M95,90,{B5ACBFE8-4976-4D7C-BD20-24A35F1B6E21}
20M94,77,Tallboy,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M94,90,{B60AB351-D1AC-4F12-BB33-350C37956684}
20M93,78,Tallboy,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,This Car,,,5,20-M,20M93,90,{987B3FA6-F8E1-43CA-A55B-31F9152D3284}
8L31,79,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,This Car,No Parking LT,Stove Pipe,1,8-L,8L31,270,{DCD41A04-8CE3-4E05-8B63-60405E756C95}
9F58,80,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F58,0,{D55B3545-69C1-489A-8AFE-96C5570A09A2}
9F57,81,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F57,0,{FAD49D28-28B9-4C15-9FA2-2A0B975F4166}
9F56,82,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F56,0,{AEB74CE4-ABD2-4A45-AEFD-DCCFEBAD67DE}
9F55,83,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F55,0,{2C9A984E-2F99-4620-A294-AA294E47E372}
9F54,84,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F54,0,{1EDDF221-73BC-41F8-B1F7-89318F52DFAE}
9F53,85,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F53,0,{FB51FA84-ADB1-4C7C-BDBE-8884740D5540}
9F52,86,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F52,0,{583CD658-CBE2-44A6-B575-B8C42720442F}
9F51,87,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-F,9F51,0,{03921B59-1A70-4587-8319-36055BA98554}
9G70,88,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G70,0,{BC52B82E-075D-4AF3-855D-895E2BC1D222}
9G69,89,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G69,0,{AAD879FB-CCCD-41F4-A66F-A6A38F4E6165}
9G68,90,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G68,0,{D6AB608C-874F-4E41-A79A-AFA3357910B6}
9G67,91,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G67,0,{A7D1882F-F644-4A3B-8442-D0F2DF651194}
9G66,92,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G66,0,{7C172683-E90C-46BF-A451-C85E01052130}
9G65,93,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G65,0,{CE49A5A5-B997-431F-A5AA-85FF9ECA28CB}
9G64,94,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G64,0,{311B484F-9E47-4742-8E5F-31EB29890175}
9G63,95,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G63,0,{BAB03C28-1409-4C39-A7EB-451D47D00485}
9G62,96,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G62,0,{E29A3070-7588-4839-B019-E72EFE8739FF}
9G61,97,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G61,0,{EA4D77F6-9F83-4F48-9C4B-EB57DB415410}
9G59,98,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G59,0,{5D3AC626-C961-4AD6-A94D-D62F6C9F7A56}
9G60,99,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G60,0,{E6CE98DA-5331-4951-AA68-CE055D3B4FA0}
9G58,100,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G58,0,{9301C176-2786-4814-A36A-544052436CB6}
9G57,101,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G57,0,{0E4A4F41-9DEC-4EDF-ABE2-F4E052C3393E}
9G56,102,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G56,0,{CB2EEB03-04CC-4BEA-8AEF-59292B9CCFC2}
9G55,103,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G55,0,{D5FA22DD-9693-4ECF-962D-9B692AC6138B}
9G53,104,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G53,0,{55477692-5E42-4E91-8CED-57CB7E8B7977}
9G54,105,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G54,0,{677D8051-3895-473F-84C5-00801CFADD7C}
9G52,106,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G52,0,{01EAAC37-DFE8-4146-9315-7A90634C3420}
9G51,107,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,9-G,9G51,0,{EFBCDFBC-AE1C-45E0-BCEE-C4B789F78D89}
9F59,108,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,This Car LT,Plate Pole,,1,9-F,9F59,0,{1F460621-D5B3-4DF8-9476-16D7E2BCD2BB}
10F01,109,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,This Car,RT Plate Pole,,1,10-F,10F01,180,{945C4E39-717D-4834-9B54-9AB2265065DD}
10F02,110,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F02,180,{1A8FA4F4-7932-4556-8C60-D4AE9AF88DD0}
10F03,111,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F03,180,{2C7DA1B0-7535-44EC-BF1C-1EB68E4C8C57}
10F04,112,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F04,180,{34B42995-8794-4407-AE7E-529F3689C79A}
10F05,113,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F05,180,{15BCCD0E-A93E-4293-BCAF-2A1435D07C56}
10F06,114,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F06,180,{B40D9D1F-A0BB-4D40-8088-2855C1FECCBB}
10F07,115,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F07,180,{405D64F8-3DBB-4B35-85E0-D8B9C9F89979}
10F08,116,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F08,180,{593DCBA6-D2D2-4058-A07A-405B5F5DE67D}
10F09,117,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-F,10F09,180,{66BA23B4-176F-4DE2-9414-7C2E1B23423F}
10G01,118,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G01,180,{98340F45-ABD5-4C6B-99E8-E1C03E553309}
10G02,119,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G02,180,{39B8DBAF-8082-4A3A-9423-586EB96888D4}
10G03,120,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G03,180,{602FFA6B-029A-4776-B7D4-8F4B2D9E9DAC}
10G04,121,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G04,180,{A15EBCE7-8786-4526-98E0-ED21A8417965}
10G05,122,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G05,180,{7282A6EB-BDEC-4BD6-B465-2AFFC2B423E9}
10G06,123,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G06,180,{98697389-D7AE-47ED-9DF6-10B45C7F6213}
10G08,124,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G08,180,{5B41EE61-2572-476D-8F3D-08EE326A7FAD}
10G07,125,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G07,180,{10C7845C-3A93-4EFE-B6E1-C3F163BA03EA}
10G09,126,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G09,180,{85BD55AB-F6C0-4E1C-97D4-E96EC81BAA80}
10G10,127,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G10,180,{7ABDD4EA-E8C1-42CD-91F5-3D82C34998F2}
10G11,128,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G11,180,{A0FC3585-013F-47FE-9B4D-78414EB7D696}
10G12,129,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G12,180,{C9AF80C7-3BD3-49B8-B0F5-7DA295F9102F}
10G13,130,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G13,180,{075C923D-CD7D-4EE4-97D6-8BDC21C904C5}
10G14,131,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G14,180,{E9C9374B-99D8-4835-BE9D-A6B2412777A9}
10G16,132,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G16,180,{EA8DCE4D-7EB8-471E-98BB-3AC6D42745CF}
10G15,133,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G15,180,{4FC5CC84-2296-46DD-9042-950AA7E6103B}
10G17,134,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G17,180,{9283E33E-6E82-4E51-B576-20276EABEC79}
10G18,135,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G18,180,{61463D6A-A68A-4C80-9722-C00C63D0D6FE}
10G20,136,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G20,180,{004EF79E-8800-4E66-AD96-C0D27ADA1AD3}
10G19,137,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5.00,8:30 - 5:00,,Plate Pole,,1,10-G,10G19,180,{390C20B1-018C-4DFB-9128-04274B1BC1F3}
9M50,138,VIP,Electronic,Brick,10 hours,.25 per hour,5.00,8:30 - 5:00,,,,1,9-M,9M50,270,{CABADF57-DC0C-48E5-8CD4-461A83AC3309}
9M49,139,VIP,Electronic,Brick,10 hours,.25 per hour,5.00,8:30 - 5:00,,,,1,9-M,9M49,270,{89A4998A-3334-452B-8F46-FFF6523C61A7}
9M48,140,VIP,Electronic,Brick,10 hours,.25 per hour,5.00,8:30 - 5:00,,,,1,9-M,9M48,270,{B119ED88-522B-465F-A63E-B50B4A7CBCEC}
9M47,141,VIP,Electronic,Brick,10 hours,.25 per hour,5.00,8:30 - 5:00,,,,1,9-M,9M47,270,{49763547-C69D-46DD-8ADB-5A05DD96CAB4}
