METER_ID,OBJECTID,Meter_Styl,Type,Sub_Base,Max_Hours,Rate_Per_H,Rate_Per_D,Hours_Oper,Sign_Type,Notes,Duplex,LegacyID,Location,FacilityID,Rotation,GlobalID
22O84,1766,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O84,90,{127A4185-E32C-4D78-8B5B-C65DBFB6A33C}
22O83,1767,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O83,90,{C6C7208B-18C5-4970-89E6-5B3D5B91E6FA}
22O82,1768,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O82,90,{E39009F8-A7B9-4B45-A4F0-374788BCED1E}
22O81,1769,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O81,90,{90A66C42-0B16-4B49-80B4-AD429D1BF6C8}
22O80,1770,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O80,90,{3D58441D-F0F0-4E8E-AAB6-371F9E20DABB}
22O79,1771,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O79,90,{AC01D916-E0CF-4C16-95AD-5B5D61A1F05E}
22O78,1772,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O78,90,{16633346-E093-4DBF-BE79-1AEAEBC2046F}
22O77,1773,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,22-O,22O77,90,{0CD82382-FB41-4E97-B824-AA837F2C9166}
22O76,1774,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP LT,,,6,22-O,22O76,90,{DFED0DCA-DD1B-463D-A1D6-AD70D60466BB}
23M51,1775,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M51,0,{729B07A8-9725-4F4C-B455-982EF5509008}
23M52,1776,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M52,0,{A2CD559D-CD52-45E8-9E9C-AC4F2B936E45}
23M53,1777,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M53,0,{85787A98-FD9D-45D2-907D-74DD65D71E0E}
23M54,1778,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M54,0,{238B3695-CB9C-4CD0-ADD9-B2A7ABFF76A2}
23M55,1779,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M55,0,{9EF544F2-FC5F-481C-AAEF-332B1D5CB62C}
23M56,1780,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,23-M,23M56,0,{0FB0CF15-915E-4E97-8009-736DC7C664D6}
24L10,1781,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L10,180,{3099625D-808D-4394-BEB1-5A7D09D15738}
24L09,1782,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L09,180,{E06D3D15-0EF9-4C76-905B-9AA04D1072C5}
24L08,1783,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L08,180,{4A57B9E0-C0DA-47F1-9465-5A652B5BDC8A}
24L07,1784,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L07,180,{3798F497-6D85-41FB-99B5-2F4642B3C43C}
24L06,1785,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L06,180,{1CD5B94D-077D-4AFC-AA2F-68E0E7988554}
24L05,1786,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L05,180,{6DFAE48B-3AB5-4C87-8FFB-3EA9A34A5961}
24L04,1787,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L04,180,{B826F6B8-7CA2-4C54-BF22-3FFDE16E18CD}
24L03,1788,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L03,180,{B9F847CF-FF29-4FB1-94B9-DB7CC43FD558}
24L02,1789,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L02,180,{3972E18F-15FC-491E-8655-8B529C5BDCE9}
24L01,1790,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,24-L,24L01,180,{A60FBFD3-86EB-4DE7-AE23-91A223B2992E}
23N76,1791,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N76,90,{3B69E575-BCE4-4A2B-A75E-DCA90EA1A0BC}
23N77,1792,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N77,90,{B4DA4EA9-A14F-4F29-81C6-F540942C9A94}
23N79,1794,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N79,90,{57FF4957-342C-4FDA-B2EE-1B0C1AC4AF50}
23N80,1795,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N80,90,{23EEBE86-3136-4337-B49E-F214753002FB}
23N81,1796,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N81,90,{E322742C-6859-41ED-8B71-99E47794CAE6}
23N82,1797,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N82,90,{85C52E97-4B52-48A8-9FBE-07DD06CDD79F}
23N83,1798,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N83,90,{ADA468B1-E739-4BC3-B859-5870DD522A47}
23N84,1799,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N84,90,{FCE1988F-8D78-4C7A-9893-DC7BCF05E58A}
23N85,1800,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N85,90,{6BDAC14F-A407-4015-8269-3DA9078F4020}
23N86,1801,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N86,90,{C8E818F4-C59E-4051-94C0-CF422A6CD0EC}
23N87,1802,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N87,90,{0C353F71-F2DE-4940-BA4D-13D089737B4B}
23N88,1803,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N88,90,{20620FDF-0DA9-465A-BA25-56BD31F45F40}
23N89,1804,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N89,90,{E9832C4B-2CA2-4E23-A561-6F0B2CE0C263}
23N90,1805,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N90,90,{1D298B3F-BEEB-4325-81D4-18EADCBE23F4}
23N91,1806,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N91,90,{B68E6975-5BB8-455A-89CB-7DEF674C4209}
23N92,1807,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,Compact Vehicle Only,,,6,23-N,23N92,90,{F3BD70EB-883F-437C-9EE9-921C54DDC13F}
23N93,1808,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N93,90,{C211ACFF-C297-4CBE-8532-B031E7747154}
23N94,1809,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N94,90,{A8B31D3A-8500-4356-BC5D-C944673C8DCA}
23N95,1810,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N95,90,{48E22710-92AA-4151-A214-10182D2C1A67}
23N96,1811,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N96,90,{4A0AE1E5-1141-4693-A1B5-5A0F326DB11E}
23N97,1812,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N97,90,{21D86107-D93D-4BCA-812C-F8C89B35383F}
23N98,1813,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,23-N,23N98,90,{5F7DF271-13A4-447A-85A2-6D74DEB494AA}
20N76,1814,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-N,20N76,90,{E6CB60F5-9673-4F1A-8BD5-41D3E88EDE26}
20N77,1815,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-N,20N77,90,{2ED51A99-72CA-4125-99B1-123B9B132F30}
20N78,1816,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-N,20N78,90,{83C0B45E-1673-432B-8F51-9B02309C4CF1}
20N80,1818,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-N,20N80,90,{16ADA876-6DE9-4D39-8E46-C673015DA034}
20N81,1819,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,6,20-N,20N81,90,{C6B81494-69D7-40A3-B641-1374FDA40D7F}
20N82,1820,TALLBOY,Mechanical,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,6,20-N,20N82,90,{0E399F06-9BFE-45C0-A044-C24936C477FD}
20N83,1821,TALLBOY,Mechanical,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,6,20-N,20N83,90,{2285F301-C241-47EE-B6D3-89FCC9A3A399}
20N84,1822,TALLBOY,Mechanical,Concrete Sidewalk,2 hours,1.00 per hour,10.00,8:30 - 5:00,,,,6,20-N,20N84,90,{02C71826-847A-4434-8845-9D701D2AD5C6}
23M26,1823,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M26,270,{93CD7A2D-2F2D-4248-A300-C5C4E5BD9271}
23M27,1824,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M27,270,{5660870A-E2F5-4FD6-9596-9FFDBBD19D91}
23M28,1825,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M28,270,{EB1D107A-CAB0-4DA5-BBA4-5EEF4F179164}
23M29,1826,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M29,270,{77F0EA3B-3521-4944-90F7-6E3BDDAA1FA2}
23M30,1827,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M30,270,{4CC1D51D-7C7D-4B3B-88F9-0F198F56179D}
23M31,1828,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M31,270,{25AD6071-B8A4-43B2-B252-39BF923DA0E5}
23M33,1829,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M33,270,{24745505-0DDC-403A-98EF-40481016CBE0}
23M34,1830,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M34,270,{EC60887F-34D1-404E-BD78-ED253381FAF7}
23M36,1832,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M36,270,{B0658742-EA21-4865-A6E4-E4971CF90065}
23M37,1833,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M37,270,{064DE46F-1DE4-4AB3-BA40-9441FC957885}
23M38,1834,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M38,270,{5491B788-3F6C-411E-B724-5717CB16A880}
23M39,1835,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M39,270,{B02200AD-DE27-4A1D-BF78-166012EC64C4}
23M40,1836,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP 7am-8:30am,,,6,23-M,23M40,270,{CF88D777-7B5A-4326-9B99-61032B76BB05}
25M88,1838,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-M,25M88,90,{E43D8B38-D5F9-4D0F-ACC8-6343DFDB5DFB}
25M87,1839,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-M,25M87,90,{13BF3426-0682-462E-8C4C-0E3A93AE98E9}
25M86,1840,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-M,25M86,90,{C3F9A05E-E010-4301-94D1-C74AFD0ABE6C}
25M79,1841,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-M,25M79,90,{498F9D02-EDD2-4739-B576-FD7F705FEADF}
20M85,1842,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M85,90,{DBC4B25A-291E-47E6-85F9-56C3D264EBA4}
20M84,1843,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M84,90,{D6ED6720-2BE4-4677-A695-455C7242992D}
20M83,1844,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M83,90,{40C43C09-1830-48A7-9B94-35826DAA3971}
20M82,1845,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M82,90,{DA8A17AF-1983-44E4-928B-65CCB2246F12}
20M81,1846,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M81,90,{6F6D7E08-A54A-45A3-A89E-6EF13E60765A}
20M80,1847,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,This Car,,,5,20-M,20M80,90,{A52FCFB2-CC37-46CC-B823-8F4F84B11654}
20M79,1848,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,This Car,,,5,20-M,20M79,90,{AE86A216-BD1A-48EC-8CD7-78BE04CF0D99}
20M77,1849,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,,8:30 - 5:00,,,,5,20-M,20M77,90,{BAB74A98-DF1A-4BB7-9A56-5907198B80E7}
22M85,1850,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M85,90,{EDE92327-F7E8-46AD-BBFD-0E95AC6346C9}
22M84,1851,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M84,90,{7B480593-4031-4D0F-8D20-C486F5968278}
22M83,1852,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M83,90,{61E8538B-BF60-4B01-A522-AE4FB43AED45}
22M81,1854,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M81,90,{85734185-06BB-46A5-868E-5AD33BD2F567}
22M80,1855,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M80,90,{C398B22F-89C5-4932-9791-FAE1C3D59279}
22M79,1856,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-M,22M79,90,{8EE0A050-387F-44FC-8C7B-511385BAD50F}
25M78,1857,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-M,25M78,90,{67110919-672E-48B4-BF2C-A7033B8CF76D}
25M77,1858,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,One Way LT,,Stove Pipe,5,25-M,25M77,90,{87FD8321-1096-42F5-9B1F-C5248DF31DEA}
25M76,1859,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,NP LT,,Stove Pipe,5,25-M,25M76,90,{6CAFE8D6-885B-4E6C-9305-2C1EB336CB64}
26M85,1860,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M85,90,{015F92F9-F3CE-4EF5-AAAC-1DFE8B13C3E2}
26M84,1861,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M84,90,{D4FFC333-501B-4B70-A740-FF57D09A5B3D}
26M80,1865,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M80,90,{3708AA8C-2E8D-465B-8131-9925DBFF1BC3}
26M79,1866,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M79,90,{1F313C73-E2D2-42A7-BB8B-817B02044DE4}
26M78,1867,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M78,90,{EEF17C1B-81D9-4C5E-AF1D-8D06615203C5}
26M77,1868,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M77,90,{D2A9BD21-4E7B-4D9B-BFBB-04B3DCFB862D}
26M76,1869,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-M,26M76,90,{5A690966-691A-45F8-A50E-84E7CE7A1BF4}
27M79,1870,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-M,27M79,90,{A2617955-7B85-4339-96F3-99B4DA49A501}
27M78,1871,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-M,27M78,90,{E3A967B0-E8FD-4256-B444-66A1DEB4DC9B}
27M77,1872,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-M,27M77,90,{7825230F-1AF3-43AA-9107-DF6BF2404AE8}
27M76,1873,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-M,27M76,90,{4A5B2DC3-5A58-4195-868D-FEE2D4317D82}
27L29,1874,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-L,27L29,270,{74932EF3-C7A7-4D35-8CE2-6BD060784448}
27L28,1875,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-L,27L28,270,{4B6BD5DD-24C7-4472-864E-178940180454}
27L26,1876,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,27-L,27L26,270,{5248519F-ADD7-4CB0-A4E6-85882A205951}
26L39,1878,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L39,270,{89D4D0E1-FD73-486B-8CD9-F3E247C07F46}
26L38,1879,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L38,270,{39FACF38-4A91-4300-8718-0F6172DC9075}
26L37,1880,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L37,270,{259DA56C-9853-4A5D-B1A1-472AED6744D7}
26L30,1887,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L30,270,{449A0F45-E9F6-444C-9E53-907727B3901E}
26L28,1889,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L28,270,{7534491F-DF32-469D-A3CC-912B87688516}
26L27,1890,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L27,270,{C2162E1D-37B0-41E5-BD8D-17534E5F51F2}
26L26,1891,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,26-L,26L26,270,{25064491-5228-46FE-89D6-26074A1D3069}
25L37,1893,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L37,270,{1FBC3590-CD12-4809-8945-751691771151}
25L36,1894,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L36,270,{85799E1C-EE26-4781-A407-60B9A7B916C1}
25L35,1895,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L35,270,{B7CA3E66-2C51-4ABE-8B61-535F233941D3}
25L32,1896,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L32,270,{16F845F9-59F7-477D-A5B3-3AE6EE3F3F55}
25L31,1897,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L31,270,{F7B24465-420D-4504-BE9F-481D38C7AE24}
25L30,1898,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L30,270,{41936B38-1A5E-49B2-B625-415113D95C18}
25L29,1899,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L29,270,{378668C9-F521-4824-A388-58574B957D95}
25L28,1900,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L28,270,{813BCEA0-D0A2-4A36-8619-7E799E31389C}
25L27,1901,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L27,270,{1581D6CD-8C45-4094-B2FD-D0EFA1BDB8B3}
25L26,1902,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,25-L,25L26,270,{DCA5EF56-3CFC-46E7-A0CB-050079979DC2}
22L40,1903,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L40,270,{51B1F405-DBC7-4987-B1AB-CB542E6C3E7F}
22L39,1904,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L39,270,{EF3BE02E-CEA1-4DE7-8A3C-B09329017D3F}
22L38,1905,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L38,270,{11AA052B-371E-459E-9D23-581A1A1E007B}
22L37,1906,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L37,270,{E8DB639E-6A66-460C-A48A-E4AD010C2EF1}
22L36,1907,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L36,270,{FC307373-13AF-439E-A99F-698E511C0D3A}
22L35,1908,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L35,270,{FEE79318-E243-4224-8BCD-FDB623E1EADA}
22L34,1909,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L34,270,{09472621-A2DB-4C88-8F62-0291A78ECB28}
22L33,1910,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L33,270,{0F32E48F-16C3-470A-BC04-77229BF52C5D}
22L32,1911,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L32,270,{888FB3EF-2CC6-4FA1-BDDC-1A11359FE56C}
22L31,1912,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L31,270,{1D226F7D-A92A-4E4F-8507-8187F754D818}
22L29,1913,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L29,270,{5452C178-901C-4600-8577-0BCC0952B5C4}
22L28,1914,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,22-L,22L28,270,{83901330-D3A4-41BD-861E-8E343CE9E053}
20L47,1915,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,20-L,20L47,270,{3659E627-880C-4021-8DA5-ACE8ECC9E5DB}
20L46,1916,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,20-L,20L46,270,{C5C6B16F-C1FB-44EE-99FE-B8620DED82DF}
20L45,1917,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,20-L,20L45,270,{74BE4455-F8F6-44D1-A3AA-D9AC1114C7C1}
20L44,1918,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5.00,8:30 - 5:00,,,,5,20-L,20L44,270,{C0BA3B42-4366-4E93-9C55-306E343DB514}
