OBJECTID,METER_ID,Meter_Styl,Type,Sub_Base,Max_Hours,Rate_Per_H,Rate_Per_D,Hours_Oper,Sign_Type,Notes,Duplex,LegacyID,Location,FacilityID,Rotation,GlobalID,XCOORD,YCOORD
1686,18I27,VIP,Electronic,Concrete Sidewalk,2 hours,1.00 per hour,10,8:30 - 5:00,,,,4,18-I,18I27,270,{92D549C2-F288-45A3-80E8-E23419235E58},-95.940133,41.254852
1687,17I27,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5,8:30 - 5:00,This Car,,,4,17-I,17I27,270,{C147C576-97C3-4088-90DF-07C60D397250},-95.938698,41.255272
1688,17I26,VIP,Electronic,Concrete Sidewalk,10 hours,.25 per hour,5,8:30 - 5:00,This Car,,,4,17-I,17I26,270,{C1033CB6-A3B0-40F5-82E3-D27CFA99B22F},-95.938685,41.255275
1689,20R38,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R38,270,{5FDF6AAB-4F2D-45EF-ABC7-6B69F3DAED24},-95.943653,41.263684
1690,20R36,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R36,270,{E025DE17-C4C6-41D2-B2FF-4C02E8A14991},-95.943518,41.263685
1691,20R35,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R35,270,{CEE39908-C1E3-4B00-B801-DAC7C02B0560},-95.943501,41.263684
1692,20R34,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R34,270,{65B1072B-B0C2-4EEB-83BF-120A5A5EB7A7},-95.943325,41.263679
1693,20R33,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R33,270,{533E560F-EF50-4704-A456-FB542B78F6B5},-95.943314,41.26368
1694,20R32,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R32,270,{20A48117-1808-4699-870C-CD13BC8FFAE6},-95.943166,41.263689
1695,20R31,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R31,270,{F35E60D6-89B9-41C9-AF4D-C1B9F67462AD},-95.943154,41.263689
1696,20R30,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R30,270,{DEF6D471-59CE-46B1-9D9C-5800553DEDC9},-95.943015,41.263695
1697,20R29,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R29,270,{2424673E-6BD3-4B68-9820-220D330A4C97},-95.942999,41.263693
1698,20R28,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R28,270,{EA9A8851-3F5B-4041-A554-E5334F5FF77B},-95.94285,41.263693
1699,20R26,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-R,20R26,270,{7E0B177C-3C46-4E42-B937-A5FFC449C668},-95.942692,41.263689
1700,20S83,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S83,90,{A5D24562-E0B1-468F-877E-1290D6DA8EC6},-95.942763,41.263803
1701,20S82,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S82,90,{0138BCAD-D422-49A8-9DC8-BF80C01F344C},-95.943038,41.263801
1702,20S81,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S81,90,{E79E27C0-AE76-4964-A8C2-CD510D7985E3},-95.94312,41.263804
1703,20S80,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S80,90,{0692D777-F333-4B01-B39E-756039BCEC69},-95.943142,41.263807
1704,20S79,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S79,90,{34D55DCF-B3AC-4B1C-8AB0-8F3F2E99DBD4},-95.94331,41.263809
1705,20S78,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-S,20S78,90,{B586B811-3690-4110-83A7-F5C6B270DF4C},-95.94332,41.26381
1706,20S77,VIP,Mechanical,Dirt,10 hours,.25 per 75 min,5,8:30 - 5:00,NP LT,,Stove Pipe,6,20-S,20S77,90,{B376A0C4-B92F-4044-A759-679362D5EF28},-95.943475,41.263807
1708,19Q36,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per hour,5,8:30 - 5:00,,,,6,19-Q,19Q36,270,{831DA4BF-51CB-4A0D-8F32-5E5E3DD0992D},-95.942259,41.262633
1709,24N31,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N31,270,{B7C45802-8221-4FCA-83A5-3C9967C4D723},-95.947569,41.259678
1710,24N30,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N30,270,{CEB532F1-507E-4C2D-AED6-BEE6B608F79B},-95.947524,41.259677
1711,24N29,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N29,270,{AC59E109-E157-480D-81DC-207915EAB21F},-95.947354,41.259675
1712,24N28,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N28,270,{3F471498-9403-4F3D-B5CC-220F09CB45BE},-95.947236,41.259675
1713,24N27,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N27,270,{603A0BCF-9882-41B0-8D40-9C651398EF4C},-95.947139,41.25968
1714,24N26,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,24-N,24N26,270,{E378A984-657D-4E11-A156-72C767B4E536},-95.947034,41.259688
1715,22N38,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N38,270,{686041F4-0E8A-43A0-BB24-70E34CBFD977},-95.946686,41.259679
1716,22N37,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N37,270,{A4411F26-C8EF-4D06-B1A2-AE2557D839EC},-95.946612,41.25968
1717,22N36,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N36,270,{834A1B74-B992-4BD7-A484-B8BCB9477431},-95.946389,41.259679
1718,22N35,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N35,270,{D1FC5DED-ADBD-4AD4-B7F6-2E99EF1320A1},-95.946319,41.259681
1719,22N32,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N32,270,{6F0BA73B-9ABE-4048-87B9-CBA2F483A911},-95.946012,41.259678
1720,22N31,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N31,270,{62FE9861-9095-4AFA-A53C-58CB56C1E0AF},-95.945996,41.259678
1721,22N30,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N30,270,{71CB7323-FF04-4D64-AEA5-CF8E41F00FA2},-95.945899,41.259677
1722,22N29,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 4:00,Other,,,6,22-N,22N29,270,{020A23F0-04E9-4293-BF33-899961865B88},-95.945815,41.259675
1723,22N28,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,NP RT,,Stove Pipe,6,22-N,22N28,270,{BEE81E20-FC0A-4064-BFC7-DB86C5183D6A},-95.945285,41.259674
1724,22N27,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,Other,,,6,22-N,22N27,270,{CE342312-65D9-473D-8FF4-4A12BCA95004},-95.945204,41.259673
1725,22N26,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,Other,,,6,22-N,22N26,270,{5F06B456-035D-475A-AB97-718D7373037D},-95.945121,41.259673
1726,20N55,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N55,270,{6A0A49DE-ED8F-43E5-8D08-C7B52A2F999A},-95.945043,41.259671
1727,20N54,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N54,270,{05F626E5-AC3A-495F-A6CE-713097C71AC2},-95.944966,41.259672
1728,20N53,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N53,270,{AC60F030-1777-4DA7-97FA-7FDF6DE0F171},-95.944885,41.259673
1729,20N52,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N52,270,{EBBA87E0-024C-4D0C-9531-B97EB118CD06},-95.944802,41.259672
1730,20N51,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N51,270,{DA2EEF96-8ED2-4A16-B6F8-676440FC32DF},-95.944724,41.259673
1731,20N50,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N50,270,{062EB0DA-5CB1-496E-82CF-D72D7EF3D3B5},-95.944642,41.259674
1732,20N49,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N49,270,{DFF44F4F-394F-41F9-A24B-DF146E280014},-95.944568,41.259676
1733,20N48,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N48,270,{AFAEF2B0-7924-45CE-ADAE-D79ED8890962},-95.944485,41.259675
1734,20N47,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N47,270,{1C92D49A-A94F-4112-A883-4FDFDCF1D4E0},-95.944398,41.259676
1735,20N46,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N46,270,{6E25DCB6-F89B-42B1-9D7C-F385DBD7DAAB},-95.944325,41.259676
1736,20N33,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N33,270,{6C0984B8-59A0-41A1-BFCA-F225DCAFC2C2},-95.943407,41.259673
1737,20N32,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N32,270,{635AC7F6-CCFE-4882-8D7F-84815CDB80B9},-95.943049,41.259667
1738,20N31,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N31,270,{0CF457F4-7AF4-4FED-B37C-C5B798CB37D2},-95.943031,41.259666
1739,20N30,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N30,270,{A4ED26E8-DF9B-48D2-9785-D6B2BE8B50DC},-95.942956,41.259665
1740,20N29,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N29,270,{E0E91F41-1392-4C68-8E37-E2716B98B1C4},-95.94288,41.259663
1741,20N28,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N28,270,{98A9FB7D-951E-4598-8396-EFF80E1822FB},-95.9428,41.259662
1742,20N27,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N27,270,{5F42A293-DFA3-45A3-A2B1-B1B51B773629},-95.942723,41.259662
1743,20N26,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N26,270,{30B872B9-D177-41EC-B5A3-07D3D13089C4},-95.942644,41.25966
1744,20O96,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O96,90,{E02B40C8-4775-4A4B-A5B5-AC24F08A1791},-95.943055,41.259835
1745,20O95,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O95,90,{8C0458F9-A49C-428A-A12E-E379EB9B28AC},-95.943135,41.259834
1746,20O94,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O94,90,{35F6A56B-D0BC-46C0-923D-49AB40FD0CDC},-95.943218,41.259837
1747,20O93,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O93,90,{F03A0E48-F411-42AB-81EC-8FBF50DBB1F3},-95.943296,41.259834
1748,20O92,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O92,90,{EA127568-738C-4AF6-8206-E3E255BBE5B6},-95.943366,41.259833
1749,20O91,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O91,90,{3C08092F-CDC0-4BB6-9FCE-E4C4069059B3},-95.943445,41.259842
1750,20O90,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O90,90,{FEEEB26E-1DF1-4B04-A7A2-9E3A7D6F5646},-95.943526,41.259842
1751,20CHS02,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20CHS02,90,{D3775A50-2BA7-4154-A7E0-F05188CC5EF8},-95.943751,41.259841
1752,20CHS01,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20CHS01,90,{EAD992CF-1198-48AE-8090-8CB4883A3E47},-95.943814,41.259839
1753,20O87,VIP,Electronic,Concrete Sidewalk,4 hours,.50 per hour,10,8:30 - 5:00,Passenger Loading,,,6,22-O,20O87,90,{8F10AD07-09CD-4CAE-ABE6-C862B6ADD961},-95.943941,41.259842
1757,20O81,VIP,Mechanical,Concrete Sidewalk,10 hours,.75 per hour,5,8:30 - 5:00,Other,,,6,22-O,20O81,90,{BB394002-142C-4036-8B0B-F9FD97D43CE5},-95.944708,41.259839
1758,20O80,VIP,Mechanical,Concrete Sidewalk,10 hours,.75 per hour,5,8:30 - 5:00,NP Busloading 8:30-5,,Stove Pipe,6,22-O,20O80,90,{C19B82ED-99AA-4E4E-B2A6-C34BA8EACBBF},-95.94479,41.25984
1761,22O89,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O89,90,{B35CB8BE-F5A9-4842-A977-515D17E68EA3},-95.945331,41.259848
1762,22O88,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O88,90,{AE28228B-E31B-469E-9A58-077426A58EB5},-95.945419,41.259849
1763,22O87,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O87,90,{86B5A221-433E-4CBE-ABFC-867C5EDD47DB},-95.945504,41.259849
1764,22O86,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O86,90,{3352FBC4-BFB3-4FDB-A34B-6163D96E84EA},-95.945588,41.259851
1765,22O85,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O85,90,{E84D78DA-DCE2-49D7-8075-2ACF2B615ECB},-95.945668,41.259851
1766,22O84,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O84,90,{127A4185-E32C-4D78-8B5B-C65DBFB6A33C},-95.945757,41.259851
1767,22O83,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O83,90,{C6C7208B-18C5-4970-89E6-5B3D5B91E6FA},-95.945835,41.259851
1768,22O82,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O82,90,{E39009F8-A7B9-4B45-A4F0-374788BCED1E},-95.94592,41.259849
1769,22O81,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O81,90,{90A66C42-0B16-4B49-80B4-AD429D1BF6C8},-95.946011,41.259857
1770,22O80,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O80,90,{3D58441D-F0F0-4E8E-AAB6-371F9E20DABB},-95.946108,41.259856
1771,22O79,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O79,90,{AC01D916-E0CF-4C16-95AD-5B5D61A1F05E},-95.946206,41.259858
1772,22O78,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O78,90,{16633346-E093-4DBF-BE79-1AEAEBC2046F},-95.946284,41.259861
1773,22O77,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,22-O,22O77,90,{0CD82382-FB41-4E97-B824-AA837F2C9166},-95.946366,41.259863
1774,22O76,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,NP LT,,,6,22-O,22O76,90,{DFED0DCA-DD1B-463D-A1D6-AD70D60466BB},-95.946438,41.259863
1775,23M51,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M51,0,{729B07A8-9725-4F4C-B455-982EF5509008},-95.94678,41.258126
1776,23M52,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M52,0,{A2CD559D-CD52-45E8-9E9C-AC4F2B936E45},-95.946783,41.258069
1777,23M53,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M53,0,{85787A98-FD9D-45D2-907D-74DD65D71E0E},-95.94678,41.25801
1778,23M54,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M54,0,{238B3695-CB9C-4CD0-ADD9-B2A7ABFF76A2},-95.946782,41.257949
1779,23M55,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M55,0,{9EF544F2-FC5F-481C-AAEF-332B1D5CB62C},-95.946778,41.257888
1780,23M56,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,23-M,23M56,0,{0FB0CF15-915E-4E97-8009-736DC7C664D6},-95.946783,41.257829
1781,24L10,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L10,180,{3099625D-808D-4394-BEB1-5A7D09D15738},-95.947008,41.257455
1782,24L09,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L09,180,{E06D3D15-0EF9-4C76-905B-9AA04D1072C5},-95.947007,41.257445
1783,24L08,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L08,180,{4A57B9E0-C0DA-47F1-9465-5A652B5BDC8A},-95.946999,41.257371
1784,24L07,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L07,180,{3798F497-6D85-41FB-99B5-2F4642B3C43C},-95.946997,41.257361
1785,24L06,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L06,180,{1CD5B94D-077D-4AFC-AA2F-68E0E7988554},-95.947005,41.257226
1786,24L05,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L05,180,{6DFAE48B-3AB5-4C87-8FFB-3EA9A34A5961},-95.947005,41.257217
1787,24L04,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L04,180,{B826F6B8-7CA2-4C54-BF22-3FFDE16E18CD},-95.947003,41.257004
1788,24L03,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L03,180,{B9F847CF-FF29-4FB1-94B9-DB7CC43FD558},-95.947001,41.256994
1789,24L02,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L02,180,{3972E18F-15FC-491E-8655-8B529C5BDCE9},-95.947001,41.256797
1790,24L01,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,5,24-L,24L01,180,{A60FBFD3-86EB-4DE7-AE23-91A223B2992E},-95.947003,41.256786
1791,23N76,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N76,90,{3B69E575-BCE4-4A2B-A75E-DCA90EA1A0BC},-95.946351,41.258745
1792,23N77,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N77,90,{B4DA4EA9-A14F-4F29-81C6-F540942C9A94},-95.946281,41.258748
1794,23N79,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N79,90,{57FF4957-342C-4FDA-B2EE-1B0C1AC4AF50},-95.946116,41.258745
1795,23N80,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N80,90,{23EEBE86-3136-4337-B49E-F214753002FB},-95.94604,41.258746
1796,23N81,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N81,90,{E322742C-6859-41ED-8B71-99E47794CAE6},-95.945958,41.258745
1797,23N82,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N82,90,{85C52E97-4B52-48A8-9FBE-07DD06CDD79F},-95.945879,41.258743
1798,23N83,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N83,90,{ADA468B1-E739-4BC3-B859-5870DD522A47},-95.945816,41.258742
1799,23N84,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N84,90,{FCE1988F-8D78-4C7A-9893-DC7BCF05E58A},-95.945474,41.258742
1800,23N85,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N85,90,{6BDAC14F-A407-4015-8269-3DA9078F4020},-95.945405,41.258741
1801,23N86,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N86,90,{C8E818F4-C59E-4051-94C0-CF422A6CD0EC},-95.945335,41.258742
1802,23N87,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N87,90,{0C353F71-F2DE-4940-BA4D-13D089737B4B},-95.945238,41.258742
1803,23N88,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N88,90,{20620FDF-0DA9-465A-BA25-56BD31F45F40},-95.945107,41.258734
1804,23N89,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N89,90,{E9832C4B-2CA2-4E23-A561-6F0B2CE0C263},-95.945026,41.258734
1805,23N90,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N90,90,{1D298B3F-BEEB-4325-81D4-18EADCBE23F4},-95.944947,41.258737
1806,23N91,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N91,90,{B68E6975-5BB8-455A-89CB-7DEF674C4209},-95.944848,41.25874
1807,23N92,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,Compact Vehicle Only,,,6,23-N,23N92,90,{F3BD70EB-883F-437C-9EE9-921C54DDC13F},-95.944777,41.25874
1808,23N93,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N93,90,{C211ACFF-C297-4CBE-8532-B031E7747154},-95.94459,41.258737
1809,23N94,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N94,90,{A8B31D3A-8500-4356-BC5D-C944673C8DCA},-95.944503,41.258737
1810,23N95,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N95,90,{48E22710-92AA-4151-A214-10182D2C1A67},-95.944416,41.258736
1811,23N96,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N96,90,{4A0AE1E5-1141-4693-A1B5-5A0F326DB11E},-95.944342,41.258736
1812,23N97,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N97,90,{21D86107-D93D-4BCA-812C-F8C89B35383F},-95.944268,41.258736
1813,23N98,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,23-N,23N98,90,{5F7DF271-13A4-447A-85A2-6D74DEB494AA},-95.944087,41.258734
1814,20N76,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N76,90,{E6CB60F5-9673-4F1A-8BD5-41D3E88EDE26},-95.943715,41.258733
1815,20N77,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N77,90,{2ED51A99-72CA-4125-99B1-123B9B132F30},-95.943627,41.258738
1816,20N78,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N78,90,{83C0B45E-1673-432B-8F51-9B02309C4CF1},-95.943555,41.258731
1818,20N80,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N80,90,{16ADA876-6DE9-4D39-8E46-C673015DA034},-95.943291,41.25873
1819,20N81,VIP,Mechanical,Concrete Sidewalk,10 hours,.25 per 75 min,5,8:30 - 5:00,,,,6,20-N,20N81,90,{C6B81494-69D7-40A3-B641-1374FDA40D7F},-95.943202,41.258728
